© 2000-2025 QIAGEN. All rights reserved.

Analysis Details for My Projects->Nasal_TB->nasal_5k_ipa - 2025-12-01 12:15 PM
Workspace	My Projects
Project	Nasal_TB
Analysis	nasal_5k_ipa - 2025-12-01 12:15 PM
Date	Mon Dec 01 09:15:07 PST 2025
Analysis ID	43063910

Analysis Settings
Cutoff before duplicate resolution	true
Resolve duplicate on	Expression logfoldchange
Color using	Expression logfoldchange
Cutoff for Expression logfoldchange	--
Cutoff for Expression pvalue	--
Cutoff for Expression qvalue	0.1
Reference set	Ingenuity Knowledge Base (Genes Only)
Relationship to include	Direct and Indirect
Includes Endogenous Chemicals	Yes
Optional Analyses	My Pathways My List
Filter Summary	
Consider only molecules and/or relationships where
(species = Human) AND
(confidence = High (predicted) OR Experimentally Observed)

Canonical Pathways for My Projects->Nasal_TB->nasal_5k_ipa - 2025-12-01 12:15 PM
Ingenuity Canonical Pathways	 -log(p-value)	zScore	Ratio	Molecules
Modulation of host responses by IFN-stimulated genes	1.02E00		5.26E-02	ISG15	
γ-linolenate Biosynthesis II (Animals)	1.02E00		5.26E-02	SLC27A3	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	1.04E00	-2.0	1.10E-02	IFIT2,IFIT3,ISG15,RASGRP3,TRAF5	
Pulmonary Fibrosis Idiopathic Signaling Pathway	1.05E00	0.0	1.24E-02	CCN2,COL28A1,MAP2K6,MMP12	
Gustation Pathway	1.05E00		1.49E-02	P2RY10,P2RY13,SCNN1B	
Gap Junction Signaling	1.05E00		1.25E-02	GZMB,P2RY10,P2RY13,TUBB4B	
Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis	1.06E00	-1.0	1.25E-02	CEBPE,MAP2K6,SFRP1,TRAF5	
Crosstalk between Dendritic Cells and Natural Killer Cells	1.07E00		2.15E-02	CCR7,CD69	
Metabolism of Angiotensinogen to Angiotensins	1.07E00		5.88E-02	CTSG	
RANK Signaling in Osteoclasts	1.09E00		2.22E-02	MAP2K6,TRAF5	
Granzyme B Signaling	1.09E00		6.25E-02	GZMB	
Signal regulatory protein family interactions	1.09E00		6.25E-02	SKAP2	
Leukocyte Extravasation Signaling	1.11E00		1.58E-02	CD44,CLDN3,MMP12	
Hepatic Fibrosis / Hepatic Stellate Cell Activation	1.11E00		1.59E-02	CCN2,CCR7,COL28A1	
Fatty Acid Activation	1.12E00		6.67E-02	SLC27A3	
Phosphorylation and nuclear translocation of the CRY:PER:kinase complex	1.12E00		6.67E-02	PER1	
YAP1- and WWTR1 (TAZ)-stimulated gene expression	1.12E00		6.67E-02	CCN2	
TP53 Regulates Metabolic Genes	1.13E00		2.35E-02	PRDX5,RRAGB	
Leukotriene Biosynthesis	1.15E00		7.14E-02	GGT5	
The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	1.15E00		7.14E-02	PER1	
Tumor Microenvironment Pathway	1.17E00		1.69E-02	CD44,MMP12,PDCD1LG2	
G alpha (q) signalling events	1.19E00		1.71E-02	P2RY10,RGS18,XCR1	
Butyrophilin (BTN) family interactions	1.21E00		8.33E-02	BTNL8	
Phenylalanine Degradation IV (Mammalian, via Side Chain)	1.21E00		8.33E-02	SLC27A3	
Th1 and Th2 Activation Pathway	1.23E00		1.79E-02	CCR3,MAP2K6,PTGDR2	
ISG15 antiviral mechanism	1.24E00		2.70E-02	IFIT1,ISG15	
NAD biosynthesis II (from tryptophan)	1.25E00		9.09E-02	NMNAT2	
Phosphorylation of CLOCK, acetylation of BMAL1 (ARNTL) at target gene promoters	1.25E00		9.09E-02	PER1	
Serine metabolism	1.25E00		9.09E-02	PHGDH	
Phagosome Maturation	1.29E00		1.89E-02	CTSG,PRDX5,TUBB4B	
Prednisone ADME	1.29E00		1.00E-01	HSD11B2	
γ-glutamyl Cycle	1.29E00		1.00E-01	GGT5	
CD40 Signaling	1.33E00		3.03E-02	MAP2K6,TRAF5	
Interleukin-1 processing	1.34E00		1.11E-01	CTSG	
OAS antiviral response	1.34E00		1.11E-01	OASL	
IL-4 Signaling	1.34E00	-1.3416407864998738	1.35E-02	ANO1,COL28A1,IRF4,MMP12,PTGDR2	
Activation of IRF by Cytosolic Pattern Recognition Receptors	1.36E00		3.17E-02	IFIT2,ISG15	
Stearate Biosynthesis I (Animals)	1.36E00		3.17E-02	HSD11B2,SLC27A3	
Gαi Signaling	1.41E00		2.11E-02	CNR2,P2RY13,XCR1	
Reelin Signaling in Neurons	1.44E00		2.16E-02	CNR2,MAP2K6,PDK4	
Fructose metabolism	1.44E00		1.43E-01	SORD	
cAMP-mediated signaling	1.46E00	-1.0	1.71E-02	CNR2,P2RY13,RGS18,XCR1	
Pancreatic Secretion Signaling Pathway	1.47E00		1.72E-02	ANO1,CLCA1,RASGRP3,SLC9A3	
CD27 Signaling in Lymphocytes	1.47E00		3.64E-02	MAP2K6,TRAF5	
SLC15A4:TASL-dependent IRF5 activation	1.51E00		1.67E-01	TASL	
Zymosterol Biosynthesis	1.51E00		1.67E-01	CYP51A1	
Antimicrobial peptides	1.56E00		4.08E-02	CTSG,ITLN1	
IL-13 Signaling Pathway	1.58E00		2.46E-02	ANO1,CLCA1,POSTN	
Formation of xylulose-5-phosphate	1.59E00		2.00E-01	SORD	
NAD Biosynthesis from 2-amino-3-carboxymuconate Semialdehyde	1.59E00		2.00E-01	NMNAT2	
NAD Salvage Pathway III	1.59E00		2.00E-01	NMNAT2	
Superpathway of Serine and Glycine Biosynthesis I	1.59E00		2.00E-01	PHGDH	
NAD Biosynthesis III	1.68E00		2.50E-01	NMNAT2	
Transport of inorganic cations/anions and amino acids/oligopeptides	1.73E00		2.80E-02	SLC1A7,SLC26A4,SLC9A3	
MAP kinase activation	1.75E00		5.13E-02	MAP2K6,MAPKAPK3	
Zn Homeostasis Signaling Pathway	1.8E00	-3.162277660168379	1.15E-02	CCR3,CCR7,CNR2,HRH4,MMP12,P2RY10,P2RY13,PTGDR2,SLC9A3,XCR1	
Serine Biosynthesis	1.81E00		3.33E-01	PHGDH	
Interferon gamma signaling	1.83E00		3.06E-02	CD44,IRF4,OASL	
Acetone Degradation I (to Methylglyoxal)	1.84E00		5.71E-02	CYP51A1,HSD11B2	
CREB Signaling in Neurons	1.86E00	-2.6457513110645903	1.33E-02	CCR3,CCR7,CNR2,HRH4,P2RY10,P2RY13,PTGDR2,XCR1	
IL-33 Signaling Pathway	1.87E00		2.29E-02	CTSG,MMP12,PRSS33,TPSAB1	
Activation of Matrix Metalloproteinases	1.89E00		6.06E-02	CTSG,TPSAB1	
PKR-mediated signaling	1.9E00		3.26E-02	ISG15,MAP2K6,TUBB4B	
FAK Signaling	1.94E00	-3.0	1.22E-02	CCR3,CCR7,CNR2,HRH4,IL22RA2,IL31RA,P2RY10,P2RY13,PTGDR2,XCR1	
Regulation of TP53 Activity through Acetylation	1.97E00		6.67E-02	MAP2K6,PIP4K2A	
Degradation of the extracellular matrix	2.05E00		3.70E-02	CD44,CTSG,MMP12	
Cellular Effects of Sildenafil (Viagra)	2.08E00	2.82842712474619	1.35E-02	CCR3,CCR7,CNR2,HRH4,MAP2K6,P2RY10,P2RY13,PTGDR2,XCR1	
NF1 RAS Signaling Pathway	2.18E00	-2.82842712474619	1.52E-02	CCR3,CCR7,CNR2,HRH4,P2RY10,P2RY13,PTGDR2,XCR1	
S100 Family Signaling Pathway	2.2E00	-3.0	1.33E-02	CCR3,CCR7,CNR2,HRH4,MAP2K6,MMP12,P2RY10,P2RY13,PTGDR2,XCR1	
STAT3 Pathway	2.21E00		2.88E-02	CISH,IL22RA2,IL31RA,MAP2K6	
Sorbitol Degradation I	2.28E00		1.00E00	SORD	
Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	2.33E00	-0.4472135954999579	2.03E-02	ADAM19,COL28A1,MAP2K6,MMP12,SFRP1,TRAF5	
Breast Cancer Regulation by Stathmin1	2.41E00	-2.82842712474619	1.53E-02	CCR3,CCR7,CNR2,HRH4,P2RY10,P2RY13,PTGDR2,TUBB4B,XCR1	
Agranulocyte Adhesion and Diapedesis	2.42E00		2.54E-02	CCL18,CCR3,CCR7,CLDN3,MMP12	
G-Protein Coupled Receptor Signaling	2.44E00	-2.3333333333333335	1.44E-02	CCR3,CCR7,CNR2,HRH4,MAP2K6,P2RY10,P2RY13,PTGDR2,RGS18,XCR1	
Neuroprotective Role of THOP1 in Alzheimer's Disease	2.51E00		3.51E-02	CTSG,GZMB,PRSS33,TPSAB1	
Phagosome Formation	2.52E00	-3.0	1.48E-02	CCR3,CCR7,CNR2,HRH4,MAP2K6,P2RY10,P2RY13,PIP4K2A,PTGDR2,XCR1	
Molecular Mechanisms of Cancer	2.81E00	-3.3166247903554	1.43E-02	CCR3,CCR7,CNR2,HRH4,IL22RA2,IL31RA,MAP2K6,MMP12,P2RY10,P2RY13,PTGDR2,XCR1	
Activation of gene expression by SREBF (SREBP)	2.86E00		7.14E-02	CYP51A1,FDFT1,SQLE	
BBSome Signaling Pathway	3E00	-2.1213203435596424	1.87E-02	CCR3,CCR7,CNR2,HRH4,IFT74,P2RY10,P2RY13,PTGDR2,XCR1	
Interferon Signaling	3.02E00		8.11E-02	IFIT1,IFIT3,ISG15	
Role of Hypercytokinemia/hyperchemokinemia in the Pathogenesis of Influenza	3.1E00		5.06E-02	IFIT2,IFIT3,ISG15,RSAD2	
G alpha (i) signalling events	3.36E00	-2.6457513110645903	2.70E-02	CCR3,CCR7,CNR2,HRH4,P2RY13,PTGDR2,RGS18	
Superpathway of Cholesterol Biosynthesis	3.38E00		1.07E-01	CYP51A1,FDFT1,SQLE	
Ion channel transport	3.38E00	-0.8164965809277261	3.28E-02	ANO1,CLCA1,CLCNKB,MCOLN2,SCNN1B,SLC9B2	
Cholesterol biosynthesis	3.43E00		1.11E-01	CYP51A1,FDFT1,SQLE	
Class A/1 (Rhodopsin-like receptors)	3.43E00	-2.82842712474619	2.41E-02	CCR3,CCR7,CNR2,HRH4,P2RY10,P2RY13,PTGDR2,XCR1	
Granulocyte Adhesion and Diapedesis	3.45E00		3.37E-02	CCL18,CCR3,CCR7,CLDN3,HRH4,MMP12	
Lung Ionic Balance Signaling Pathway	3.47E00	-3.0	1.98E-02	CCR3,CCR7,CLCA1,CNR2,HRH4,P2RY10,P2RY13,PTGDR2,SCNN1B,XCR1	
Sheddase Signaling Pathway	4.13E00	-0.3779644730092272	3.61E-02	CCN2,CCR3,CCR7,CD44,MMP12,POSTN,ZBTB16	
Cholesterol Biosynthesis I	4.41E00		2.31E-01	CYP51A1,FDFT1,SQLE	
Cholesterol Biosynthesis II (via 24,25-dihydrolanosterol)	4.41E00		2.31E-01	CYP51A1,FDFT1,SQLE	
Cholesterol Biosynthesis III (via Desmosterol)	4.41E00		2.31E-01	CYP51A1,FDFT1,SQLE	
Epoxysqualene Biosynthesis	4.57E00		1.00E00	FDFT1,SQLE	
Interferon alpha/beta signaling	6.79E00	-2.6457513110645903	9.09E-02	IFIT1,IFIT2,IFIT3,IRF4,ISG15,OASL,RSAD2	

Upstream Regulators for My Projects->Nasal_TB->nasal_5k_ipa - 2025-12-01 12:15 PM
Analysis	ID	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Notes	Bias Term	Bias-corrected z-score	p-value of overlap	Target molecules in dataset	Mechanistic Network	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	RNY3	 	other	Inhibited	-2.449	bias	-0.431	-1.394	5.79E-09	IFIT1,IFIT3,ISG15,OASL,OTOF,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	BTK	-1.268	kinase	Inhibited	-2.621	bias	-0.431	-1.492	1.20E-08	CCR7,CD69,CISH,IFIT1,IFIT3,IRF4,ISG15	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	FAM222A	 	other	Inhibited	-2.000	bias	-0.431	-1.138	2.76E-08	IFIT2,ISG15,OASL,RSAD2	FAM222A,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	TREX1	 	enzyme	Activated	2.800	bias	0.431	1.593	3.88E-08	CD44,IFIT1,IFIT2,IFIT3,IRF4,ISG15,OASL,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	TCR (complex)	 	complex	 	 	 	 	 	4.63E-08	CCR7,CD69,CISH,GZMB,IFIT1,IFIT2,IFIT3,IRF4,ISG15,OASL,RSAD2	IFNG,IRF1,IRF9,SPI1,STAT1,STAT2,TCR (complex)	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	JAK	 	group	Inhibited	-2.236	bias	-0.295	-1.577	1.02E-07	IFIT1,IFIT2,IFIT3,ISG15,RSAD2	JAK,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	RC3H1	-0.209	enzyme	Activated	2.449	bias	0.431	1.394	1.28E-07	CD44,IFIT1,IFIT2,IFIT3,ISG15,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	SPI1	-1.051	transcription regulator	Inhibited	-2.449	 	-0.213	-1.929	1.67E-07	CCR7,IFIT1,IFIT2,IFIT3,ISG15,MS4A1,OASL,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	CGAS	-0.642	enzyme	Inhibited	-2.423	bias	-0.431	-1.379	1.69E-07	IFIT1,IFIT2,IFIT3,ISG15,MMP12,RSAD2	CGAS,IFN TYPE 1 (family),IRF3,STAT1,STAT2,STING1	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	ZNF750	 	transcription regulator	Activated	2.630	bias	0.431	1.496	1.77E-07	IFIT1,IFIT2,IFIT3,IRF4,ISG15,OASL,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	RPSA	 	translation regulator	Activated	2.236	bias	0.327	1.504	2.03E-07	IFIT1,IFIT2,IFIT3,ISG15,OASL	CASP3,IRF3,RPSA,STAT1,TERT	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	IL27	-1.148	cytokine	Inhibited	-2.785	bias	-0.314	-1.911	2.84E-07	CD69,GZMB,IFIT1,IFIT2,IFIT3,ISG15,OASL,RSAD2	IFNG,IFNL1,IL27,IRF1,IRF9,SPI1,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	LINC00624	 	other	 	1.969	bias	0.431	1.121	5.50E-07	IFIT1,IFIT2,IFIT3,ISG15	IRF3,LINC00624,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	ATXN3	-0.149	peptidase	 	 	 	 	 	6.06E-07	IFIT1,IFIT2,ISG15	ATXN3,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	IFNA2	 	cytokine	Inhibited	-2.437	bias	-0.330	-1.634	6.60E-07	CISH,IFIT1,IFIT2,IFIT3,ISG15,OASL,RSAD2	EZH2,IFNA2,IFNAR1,IRF3,IRF9,MYC,RACK1,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	IRF1	-0.629	transcription regulator	Inhibited	-2.611	bias	-0.398	-1.571	9.47E-07	IFIT1,IFIT2,IFIT3,ISG15,OASL,PDCD1LG2,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	RACK1	 	enzyme	 	1.982	 	0.123	1.738	1.04E-06	IFIT2,IFIT3,ISG15,RSAD2	IRF3,RACK1,STAT1	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	TLR9	 	transmembrane receptor	Inhibited	-2.433	bias	-0.404	-1.449	1.50E-06	CCR7,CD69,IFIT1,IFIT3,IRF4,ISG15	IRF1,IRF3,STAT1,STAT2,TLR9,interferon alpha	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	IFIH1	-0.950	enzyme	 	 	 	 	 	1.80E-06	IFIT1,IFIT3,ISG15,RSAD2	IFIH1,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	TAFAZZIN	-0.256	enzyme	 	1.000	bias	-0.279	1.558	1.80E-06	CCN2,CD44,IFIT1,IFIT2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	STAG2	 	other	Activated	2.233	bias	0.431	1.271	2.07E-06	IFIT2,IFIT3,ISG15,OASL,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	BANF1	0.205	other	Activated	2.390	bias	0.431	1.360	2.31E-06	IFIT1,IFIT2,IFIT3,ISG15,OASL,RSAD2	BANF1,IRF3,STAT1	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	IFNL1	 	cytokine	Inhibited	-2.404	bias	-0.431	-1.368	2.31E-06	IFIT1,IFIT2,IFIT3,ISG15,OASL,RSAD2	IFNL1,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	RIPK2	-0.495	kinase	Inhibited	-2.449	bias	-0.395	-1.482	2.51E-06	IFIT1,IFIT2,IFIT3,ISG15,OASL,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	IRF9	-0.834	transcription regulator	Inhibited	-2.000	bias	-0.431	-1.138	2.91E-06	IFIT1,IFIT2,IFIT3,ISG15	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	SOCS1	-1.072	other	Activated	2.236	bias	0.280	1.610	3.40E-06	IFIT1,IFIT2,ISG15,MMP12,RSAD2	SOCS1,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	PGR	-0.931	ligand-dependent nuclear receptor	 	1.908	 	-0.164	2.364	3.47E-06	CD44,HSD11B2,IFIT1,IFIT2,IFIT3,ISG15,OASL,RSAD2	IRF9,PGR,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	STING1	 	ion channel	Inhibited	-2.581	bias	-0.431	-1.469	3.74E-06	IFIT1,IFIT2,IFIT3,ISG15,MMP12,OASL,RSAD2	IFNG,IRF1,IRF3,IRF9,SPI1,STAT1,STAT2,STING1	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	IL2	 	cytokine	 	-0.918	bias	-0.291	-0.285	4.40E-06	CD44,CD69,CISH,GZMB,LGALS12,LRRC32,MAP2K6,MS4A1,RFTN1	IL2,STAT5A/B	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	TLR7	 	transmembrane receptor	Inhibited	-2.387	bias	-0.411	-1.406	7.11E-06	CCR7,CD44,CD69,IFIT1,IFIT3,ISG15	IL27,STAT1,STAT2,TLR7	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	POLE	-0.179	enzyme	 	 	 	 	 	8.35E-06	IFIT1,IFIT2,IFIT3	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	MAVS	 	other	Inhibited	-2.411	bias	-0.421	-1.395	8.67E-06	IFIT1,IFIT2,IFIT3,ISG15,OASL,RSAD2	IFIH1,IFNB1,IRF3,MAVS,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	ETV3	 	transcription regulator	Activated	2.236	bias	0.431	1.273	8.83E-06	IFIT1,IFIT2,IFIT3,OASL,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	SLC15A4	-0.587	transporter	Inhibited	-2.000	bias	-0.431	-1.138	9.25E-06	IFIT1,IFIT2,IFIT3,OASL	SLC15A4,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	TASL	-1.630	enzyme	Inhibited	-2.000	bias	-0.431	-1.138	9.25E-06	IFIT1,IFIT2,IFIT3,OASL	STAT1,STAT2,TASL	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	TLR3	 	transmembrane receptor	 	 	 	 	 	1.12E-05	IFIT1,IFIT2,IFIT3,ISG15,OASL,RSAD2	IFNA1/IFNA13,IFNB1,IFNL1,IRF3,STAT1,STAT2,TICAM1,TLR3	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	RTCB	 	enzyme	 	 	 	 	 	1.25E-05	IFIT1,IFIT2,ISG15	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	IRGM	 	enzyme	Activated	2.449	bias	0.413	1.438	1.34E-05	IFIT1,IFIT2,IFIT3,ISG15,OASL,RSAD2	CASP3,IRGM,STAT1	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	IL4	-0.801	cytokine	 	-1.860	 	-0.225	-1.276	1.37E-05	ANO1,CCL18,CD1B,CD69,CISH,IRF4,PHGDH	IL4,STAT6	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	ETV6	-0.233	transcription regulator	Activated	2.236	bias	0.383	1.380	1.39E-05	IFIT1,IFIT3,ISG15,OASL,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	PIK3CA	-0.149	kinase	 	 	 	 	 	1.57E-05	CCL18,GAS1,HOXA3,IFIT2,OASL,POSTN,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	STAT2	-0.619	transcription regulator	 	1.982	 	0.196	1.594	1.71E-05	IFIT1,IFIT2,ISG15,RSAD2	STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	ATAD3A	 	enzyme	 	 	 	 	 	1.78E-05	IFIT1,ISG15,RSAD2	ATAD3A,IRF3,STAT1	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	IFNA1/IFNA13	 	cytokine	 	 	 	 	 	1.78E-05	IFIT2,ISG15,RSAD2	IFNA1/IFNA13,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	CHROMR	 	other	Inhibited	-2.621	 	-0.217	-2.053	1.95E-05	IFIT1,IFIT2,IFIT3,ISG15,OASL,RSAD2,SQLE	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	PRKCA	 	kinase	Inhibited	-2.197	 	-0.192	-1.776	2.12E-05	CST1,IFIT1,IFIT3,ISG15,OASL,RSAD2	CASP3,IRF3,IRF9,MYC,PGR,PRKCA,STAT1,STAT2,TP53	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	ARFGAP2	 	other	 	 	 	 	 	2.87E-05	IFIT1,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	CASP7	 	peptidase	 	 	 	 	 	2.87E-05	IFIT3,ISG15	CASP7,IFNB1,IRF3,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	MSR1	 	transmembrane receptor	 	 	 	 	 	2.87E-05	IFIT1,ISG15	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	IFNL4	-2.273	cytokine	 	 	 	 	 	3.23E-05	IFIT1,ISG15,OASL	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	BCL6	 	transcription regulator	 	 	 	 	 	3.31E-05	CCR7,CD44,CD69,CISH,PDCD1LG2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	TEAD	 	group	 	 	 	 	 	4.12E-05	CCN2,CD44,ISG15,POSTN	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	PRL	 	cytokine	Inhibited	-2.425	bias	-0.307	-1.681	4.33E-05	CD69,CISH,IFIT1,IFIT3,ISG15,RSAD2	IRF1,PRL	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	USP8	 	peptidase	Activated	2.000	bias	0.291	1.418	4.60E-05	IFIT1,IFIT2,IFIT3,ISG15	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	interferon alpha	 	group	Inhibited	-2.744	bias	-0.301	-1.918	5.09E-05	ADAM19,GZMB,IFIT1,IFIT2,IFIT3,IRF4,ISG15,RSAD2	IL27,IRF1,IRF3,STAT1,STAT2,interferon alpha	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	INS	 	other	 	-0.447	 	0.042	-0.542	5.66E-05	ANO1,CCN2,CD44,GAS1,POSTN	INS,TEAD	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	GPR15LG	 	cytokine	Activated	2.000	 	-0.129	2.259	6.28E-05	CCN2,IFIT1,IFIT2,IFIT3	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	PKA	 	complex	 	 	 	 	 	6.60E-05	CCN2,CCR7,CD44	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	IFNB1	 	cytokine	 	-1.957	bias	-0.280	-1.409	6.93E-05	IFIT1,IFIT2,IFIT3,ISG15	IFNB1,IRF3,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	TWIST1	 	transcription regulator	Inhibited	-2.219	bias	-0.293	-1.569	7.24E-05	CD44,IFIT2,ISG15,OASL,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	FBXO45	 	other	 	 	 	 	 	8.59E-05	IFIT3,ISG15	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	SPSB3	 	other	 	 	 	 	 	8.59E-05	IFIT1,ISG15	CGAS,IRF3,SPSB3,STAT1	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	NONO	 	transcription regulator	Inhibited	-2.425	bias	-0.334	-1.614	9.16E-05	IFIT1,IFIT2,IFIT3,ISG15,OASL,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	IRF3	-0.187	transcription regulator	 	-1.960	 	-0.249	-1.471	9.18E-05	IFIT1,IFIT2,ISG15,RSAD2	IFNB1,IRF3,STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	TNF	-0.748	cytokine	 	-0.576	bias	-0.256	0.305	9.56E-05	CCL18,CCN2,CCR7,CD44,CLDN3,IFIT1,IFIT3,MMP12,OASL,PHGDH,RFTN1,SCNN1B,SQLE	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	BCOR	 	transcription regulator	 	 	 	 	 	1.00E-04	CD44,GAS1,ISG15,MS4A1	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	MAP3K7	 	kinase	 	-1.387	 	-0.041	-1.307	1.00E-04	IFIT1,IFIT2,IFIT3,OASL	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	STAT1	 	transcription regulator	Inhibited	-2.414	bias	-0.408	-1.429	1.12E-04	IFIT1,IFIT2,IFIT3,IL31RA,ISG15,PDCD1LG2	STAT1,STAT2	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	PBRM1	 	other	Inhibited	-2.236	bias	-0.298	-1.571	1.14E-04	IFIT2,IFIT3,ISG15,OASL,RSAD2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	RNASEH2B	 	other	Activated	2.213	bias	0.431	1.260	1.27E-04	IFIT1,IFIT2,IFIT3,IRF4,ISG15	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	INSIG1	0.345	other	 	 	 	 	 	1.38E-04	CYP51A1,FDFT1,SQLE	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	TGM2	 	enzyme	 	-1.890	 	-0.189	-1.389	1.62E-04	CLC,IFIT1,IFIT2,IFIT3,OASL,PPP1R16B,SLC9B2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	ADAR	-0.360	enzyme	 	 	 	 	 	1.62E-04	IFIT1,IFIT2,IFIT3	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	NLRP11	 	other	 	 	 	 	 	1.71E-04	IFIT1,IFIT2	IRF3,NLRP11,STAT1	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	TRIM9	 	other	 	 	 	 	 	1.71E-04	CD44,IFIT2	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	AKT	 	group	 	-1.980	 	-0.135	-1.713	2.08E-04	CCN2,CCR7,CD44,MMP12,PDK4	 	
nasal_5k_ipa - 2025-12-01 12:15 PM	 	YTHDC2	 	enzyme	 	 	 	 	 	2.83E-04	IFIT2,IFIT3,RSAD2	 	
